Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Family_Income_Score,Distance_Score,Activity_Hours,Weekly_Commute_Hours,Study_Variance,External_Load,Is_Critical,Risk_Score
23,85,Medium,Low,No,8,67,Low,Yes,1,Medium,Medium,Private,Neutral,3,No,Postgraduate,Far,Female,66,2,2.0,0,15,3,15,False,15.0
21,90,High,High,Yes,7,76,High,Yes,2,High,High,Public,Positive,3,No,College,Moderate,Female,74,3,1.0,12,10,1,22,False,10.666666666666666
15,95,Medium,High,Yes,9,62,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Far,Male,69,2,2.0,12,15,-5,27,True,16.0
20,94,Medium,High,Yes,8,89,Low,Yes,0,Medium,Medium,Public,Positive,4,Yes,High School,Moderate,Female,70,2,1.0,12,10,0,22,False,14.0
11,99,Medium,Medium,No,10,60,Medium,Yes,1,High,Medium,Public,Positive,1,No,College,Near,Female,68,3,0.5,0,5,-9,5,False,2.0
19,96,Medium,Medium,Yes,8,97,Medium,Yes,3,Medium,Medium,Public,Negative,2,No,High School,Near,Male,71,2,0.5,12,5,-1,17,False,10.5
27,92,Medium,Low,Yes,9,100,High,Yes,2,Medium,High,Public,Positive,0,No,Postgraduate,Moderate,Female,73,2,1.0,12,10,7,22,False,15.0
17,96,Medium,Medium,No,9,93,Low,Yes,3,Medium,Medium,Private,Neutral,2,No,High School,Far,Male,69,2,2.0,0,15,-3,15,False,9.5
17,60,Low,Low,Yes,7,61,Medium,Yes,1,Low,Medium,Public,Positive,4,No,Postgraduate,Near,Female,61,1,0.5,12,5,-3,17,False,57.0
15,99,Medium,Medium,Yes,5,71,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,68,2,1.0,12,10,-5,22,False,11.5
25,79,Medium,Low,Yes,9,54,Medium,Yes,1,Low,Medium,Private,Positive,2,No,Postgraduate,Far,Male,66,1,2.0,12,15,5,27,True,48.0
16,92,High,Low,Yes,6,58,Low,Yes,0,High,Medium,Private,Positive,4,No,High School,Near,Female,67,3,0.5,12,5,-4,17,False,8.333333333333334
24,65,Low,High,Yes,7,52,Medium,Yes,1,High,Medium,Public,Neutral,1,No,Postgraduate,Moderate,Female,64,3,1.0,12,10,4,22,False,19.0
18,76,Low,High,Yes,10,82,High,Yes,1,Medium,Medium,Private,Negative,4,No,College,Near,Male,67,2,0.5,12,5,-2,17,False,20.5
8,71,High,Medium,Yes,5,77,Medium,No,0,High,Medium,Public,Neutral,4,No,High School,Moderate,Female,61,3,1.0,12,10,-12,22,False,17.0
17,72,Low,Medium,No,8,96,High,Yes,2,Low,High,Public,Neutral,3,No,High School,Near,Male,65,1,0.5,0,5,-3,5,False,33.0
13,65,Low,High,Yes,6,73,Medium,Yes,0,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Female,62,1,0.5,12,5,-7,17,False,52.0
20,92,Low,High,No,6,82,Medium,Yes,0,Medium,Medium,Public,Neutral,5,No,High School,Near,Female,69,2,0.5,0,5,0,5,False,6.5
13,60,High,High,No,7,70,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,College,Far,Female,61,2,2.0,0,15,-7,15,False,27.5
26,73,High,Medium,No,8,91,Medium,Yes,4,Low,Low,Public,Neutral,5,No,High School,Moderate,Male,69,1,1.0,0,10,6,10,False,37.0
19,67,Medium,Low,No,8,96,High,No,1,High,Low,Public,Positive,3,No,College,Near,Male,64,3,0.5,0,5,-1,5,False,12.666666666666666
19,84,Medium,Low,No,9,72,High,Yes,1,Low,Medium,Public,Positive,3,No,High School,Far,Female,65,1,2.0,0,15,-1,15,False,31.0
24,70,Medium,High,No,6,54,Low,Yes,1,High,Medium,Public,Neutral,1,No,High School,Moderate,Female,64,3,1.0,0,10,4,10,False,13.333333333333334
26,70,High,High,Yes,5,58,Medium,Yes,1,Low,Low,Private,Positive,3,No,Postgraduate,Moderate,Male,68,1,1.0,12,10,6,22,False,52.0
20,80,Low,Medium,Yes,6,86,High,Yes,1,Low,Medium,Private,Positive,3,No,High School,Near,Female,67,1,0.5,12,5,0,17,False,37.0
15,86,High,Medium,Yes,8,66,Low,Yes,0,Medium,High,Private,Positive,5,No,College,Near,Male,68,2,0.5,12,5,-5,17,False,15.5
9,65,Low,Medium,Yes,7,89,Medium,Yes,2,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,61,1,1.0,12,10,-11,22,False,57.0
16,67,Medium,High,Yes,4,87,High,Yes,5,High,High,Public,Positive,4,No,College,Near,Male,69,3,0.5,12,5,-4,17,False,16.666666666666668
16,70,Low,High,Yes,4,85,High,Yes,0,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,64,2,0.5,12,5,-4,17,False,23.5
21,99,High,Medium,Yes,7,91,Medium,No,3,Medium,Medium,Public,Positive,4,No,College,Near,Male,74,2,0.5,12,5,1,17,False,9.0
18,76,Medium,Medium,No,8,88,Low,Yes,1,Medium,Medium,Public,Neutral,4,No,College,Near,Female,66,2,0.5,0,5,-2,5,False,14.5
24,84,Medium,Medium,No,6,82,Medium,Yes,1,Medium,Medium,Public,Negative,2,No,High School,Near,Male,68,2,0.5,0,5,4,5,False,10.5
16,70,Medium,High,Yes,8,50,High,Yes,3,High,Medium,Private,Neutral,3,No,Postgraduate,Far,Male,65,3,2.0,12,15,-4,27,True,19.0
20,80,Medium,High,Yes,5,76,Medium,No,0,Low,Medium,Private,Negative,3,No,College,Near,Female,66,1,0.5,12,5,0,17,False,37.0
27,63,High,Low,No,7,80,Medium,No,2,Medium,High,Public,Positive,2,No,High School,Near,Female,66,2,0.5,0,5,7,5,False,21.0
22,61,Medium,Low,No,7,98,High,Yes,3,High,Low,Private,Neutral,2,No,College,Near,Female,65,3,0.5,0,5,2,5,False,14.666666666666666
20,79,Medium,Medium,No,8,83,Medium,Yes,3,Low,Medium,Private,Neutral,4,No,College,Moderate,Male,67,1,1.0,0,10,0,10,False,31.0
16,76,Low,Medium,Yes,5,79,Medium,Yes,0,Low,High,Public,Positive,4,No,Postgraduate,Moderate,Female,65,1,1.0,12,10,-4,22,False,46.0
16,65,Medium,Medium,No,5,77,Medium,Yes,1,High,High,Public,Positive,3,No,High School,Moderate,Male,63,3,1.0,0,10,-4,10,False,15.0
15,88,High,Medium,No,8,55,Medium,Yes,1,High,High,Private,Neutral,2,No,High School,Near,Male,67,3,0.5,0,5,-5,5,False,5.666666666666667
17,100,Medium,High,Yes,5,71,Low,Yes,2,Low,Medium,Public,Neutral,4,No,High School,Near,Male,70,1,0.5,12,5,-3,17,False,17.0
25,76,High,High,Yes,6,57,Low,No,0,Medium,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,68,2,1.0,12,10,5,22,False,23.0
19,85,Medium,Medium,Yes,9,53,High,Yes,1,Medium,Medium,Public,Neutral,3,No,College,Far,Male,66,2,2.0,12,15,-1,27,True,21.0
12,99,Medium,Medium,Yes,7,66,Low,Yes,3,Medium,Low,Private,Negative,1,No,Postgraduate,Moderate,Female,67,2,1.0,12,10,-8,22,False,11.5
31,93,Medium,Low,No,8,82,Low,Yes,2,High,High,Private,Neutral,1,No,High School,Near,Male,72,3,0.5,0,5,11,5,False,4.0
22,79,High,High,Yes,8,93,Medium,Yes,0,Medium,Medium,Private,Negative,2,Yes,High School,Near,Female,68,2,0.5,12,5,2,17,False,19.0
12,89,Medium,High,No,8,91,Medium,No,1,Low,High,Public,Neutral,2,No,High School,Near,Male,66,1,0.5,0,5,-8,5,False,16.0
17,65,Medium,Medium,No,7,65,Medium,Yes,0,High,Medium,Private,Neutral,4,No,High School,Moderate,Male,62,3,1.0,0,10,-3,10,False,15.0
21,80,High,Low,Yes,6,52,Medium,Yes,1,Low,Medium,Public,Negative,4,No,High School,Near,Male,65,1,0.5,12,5,1,17,False,37.0
30,71,High,Low,No,10,70,Low,Yes,3,Medium,Medium,Public,Neutral,4,Yes,High School,Near,Female,67,2,0.5,0,5,10,5,False,17.0
13,66,Medium,Medium,Yes,7,66,Low,Yes,3,Medium,Medium,Public,Negative,2,No,College,Near,Female,62,2,0.5,12,5,-7,17,False,25.5
26,77,Medium,Low,Yes,7,69,Low,Yes,1,High,Medium,Public,Neutral,3,Yes,High School,Near,Female,66,3,0.5,12,5,6,17,False,13.333333333333334
28,65,Medium,Medium,No,8,78,High,No,1,High,Medium,Private,Positive,3,No,College,Near,Female,67,3,0.5,0,5,8,5,False,13.333333333333334
16,88,Medium,Medium,Yes,6,52,Medium,Yes,2,High,High,Public,Positive,3,No,High School,Near,Female,68,3,0.5,12,5,-4,17,False,9.666666666666666
18,78,Medium,Medium,Yes,6,69,Medium,Yes,1,Medium,Medium,Public,Negative,4,No,Postgraduate,Moderate,Female,66,2,1.0,12,10,-2,22,False,22.0
14,81,High,High,No,9,78,Medium,Yes,0,Medium,Medium,Private,Positive,4,No,College,Near,Female,68,2,0.5,0,5,-6,5,False,12.0
19,66,Low,Medium,No,6,72,Medium,Yes,2,Low,Medium,Public,Negative,5,No,High School,Near,Male,62,1,0.5,0,5,-1,5,False,39.0
24,83,High,Low,No,8,59,Medium,Yes,1,Low,Medium,Public,Positive,3,No,High School,Near,Male,68,1,0.5,0,5,4,5,False,22.0
27,99,Low,Low,Yes,7,58,Low,Yes,2,Medium,Medium,Private,Positive,2,No,Postgraduate,Moderate,Male,71,2,1.0,12,10,7,22,False,11.5
16,64,Medium,Medium,No,7,65,Medium,Yes,2,Medium,High,Public,Neutral,4,No,High School,Near,Male,63,2,0.5,0,5,-4,5,False,20.5
8,71,High,Medium,No,8,55,High,Yes,1,Low,High,Public,Positive,2,No,College,Moderate,Male,62,1,1.0,0,10,-12,10,False,39.0
20,95,High,Low,Yes,7,62,Low,Yes,1,Low,Low,Private,Positive,3,No,College,Near,Male,69,1,0.5,12,5,0,17,False,22.0
22,63,Medium,Medium,Yes,4,54,Medium,Yes,0,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,62,2,1.0,12,10,2,22,False,29.5
21,95,Low,Medium,Yes,9,70,Medium,Yes,3,High,Medium,Public,Positive,3,No,High School,Near,Female,71,3,0.5,12,5,1,17,False,7.333333333333333
18,81,Low,High,Yes,6,86,Medium,Yes,3,Low,Medium,Public,Positive,4,No,College,Near,Male,69,1,0.5,12,5,-2,17,False,36.0
21,76,Medium,Medium,Yes,7,64,Low,Yes,1,Medium,High,Private,Positive,2,No,High School,Moderate,Male,66,2,1.0,12,10,1,22,False,23.0
29,72,Low,Medium,No,5,50,Low,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Near,Female,64,1,0.5,0,5,9,5,False,33.0
22,72,Low,High,No,6,78,Low,No,1,Low,High,Public,Neutral,3,No,Postgraduate,Near,Male,65,1,0.5,0,5,2,5,False,33.0
18,72,High,High,No,6,85,High,Yes,1,High,High,Private,Positive,1,No,High School,Moderate,Male,68,3,1.0,0,10,-2,10,False,12.666666666666666
17,95,High,Medium,No,7,70,High,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Near,Male,69,1,0.5,0,5,-3,5,False,10.0
19,89,High,Medium,Yes,6,65,Low,Yes,2,Low,Medium,Public,Neutral,3,Yes,Postgraduate,Near,Male,68,1,0.5,12,5,-1,17,False,28.0
30,87,Low,Medium,Yes,10,75,Low,Yes,3,Low,Low,Public,Neutral,4,No,College,Near,Male,71,1,0.5,12,5,10,17,False,30.0
19,92,Low,Medium,No,7,55,Medium,Yes,1,Medium,Medium,Public,Neutral,5,No,High School,Far,Male,66,2,2.0,0,15,-1,15,False,11.5
20,70,High,Low,No,8,82,Medium,Yes,2,Low,High,Private,Positive,3,No,High School,Moderate,Male,65,1,1.0,0,10,0,10,False,40.0
27,78,High,High,No,8,85,Medium,Yes,0,High,Medium,Public,Positive,3,No,College,Near,Male,72,3,0.5,0,5,7,5,False,9.0
32,91,High,Medium,Yes,4,66,Medium,Yes,3,Low,High,Public,Neutral,2,No,Postgraduate,Near,Female,75,1,0.5,12,5,12,17,False,26.0
23,72,High,Low,Yes,6,92,Low,Yes,2,High,Medium,Public,Negative,3,No,College,Near,Male,67,3,0.5,12,5,3,17,False,15.0
20,86,Medium,Medium,No,6,97,Low,Yes,1,Low,Medium,Private,Neutral,2,No,High School,Moderate,Male,67,1,1.0,0,10,0,10,False,24.0
20,95,Medium,Medium,No,6,65,High,Yes,2,Low,Medium,Public,Neutral,3,No,College,Near,Female,70,1,0.5,0,5,0,5,False,10.0
6,76,Medium,Medium,Yes,8,63,Medium,Yes,5,Medium,Medium,Public,Neutral,3,No,College,Near,Male,64,2,0.5,12,5,-14,17,False,20.5
24,63,Medium,Medium,Yes,8,85,High,Yes,1,Low,Medium,Private,Positive,3,No,High School,Far,Female,65,1,2.0,12,15,4,27,True,64.0
21,81,Medium,Medium,Yes,7,85,Medium,Yes,1,Low,High,Public,Negative,3,No,Postgraduate,Moderate,Male,68,1,1.0,12,10,1,22,False,41.0
23,74,High,High,No,7,76,Medium,Yes,1,Medium,Low,Public,Neutral,2,No,College,Moderate,Female,67,2,1.0,0,10,3,10,False,18.0
16,87,Low,Medium,Yes,10,96,Medium,No,1,Low,High,Public,Positive,1,No,College,Moderate,Male,66,1,1.0,12,10,-4,22,False,35.0
18,98,High,Medium,No,7,57,Low,Yes,0,High,Medium,Private,Neutral,1,No,Postgraduate,Moderate,Male,69,3,1.0,0,10,-2,10,False,4.0
18,79,Low,High,No,4,74,Low,Yes,2,Low,Medium,Public,Negative,1,No,High School,Near,Female,64,1,0.5,0,5,-2,5,False,26.0
26,79,Medium,High,Yes,8,52,High,Yes,1,Medium,Medium,Public,Negative,3,Yes,Postgraduate,Near,Female,68,2,0.5,12,5,6,17,False,19.0
18,86,High,Medium,No,8,53,Low,Yes,5,Low,High,Private,Negative,3,No,High School,Near,Male,68,1,0.5,0,5,-2,5,False,19.0
32,64,Low,High,Yes,9,53,Low,No,1,Low,Medium,Private,Positive,3,No,College,Near,Female,65,1,0.5,12,5,12,17,False,53.0
23,70,Medium,Medium,Yes,8,75,Medium,Yes,0,High,Medium,Public,Positive,2,No,High School,Moderate,Male,65,3,1.0,12,10,3,22,False,17.333333333333332
12,97,Low,Medium,Yes,6,79,Medium,No,1,Medium,Medium,Public,Negative,2,No,High School,Near,Male,65,2,0.5,12,5,-8,17,False,10.0
19,87,High,Medium,No,8,50,Low,Yes,0,High,High,Public,Neutral,2,No,High School,Near,Female,67,3,0.5,0,5,-1,5,False,6.0
16,61,High,Medium,Yes,7,82,Medium,Yes,2,Low,Medium,Public,Negative,3,No,High School,Near,Female,63,1,0.5,12,5,-4,17,False,56.0
7,68,High,Medium,No,9,74,Medium,Yes,1,Low,High,Public,Positive,3,No,High School,Near,Female,62,1,0.5,0,5,-13,5,False,37.0
30,87,High,Medium,Yes,9,61,High,Yes,2,Medium,High,Private,Neutral,4,No,High School,Moderate,Male,73,2,1.0,12,10,10,22,False,17.5
24,91,High,High,Yes,7,51,High,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Male,72,2,1.0,12,10,4,22,False,15.5
23,94,Low,Medium,No,8,58,High,Yes,5,Low,Low,Public,Neutral,6,No,High School,Near,Female,71,1,0.5,0,5,3,5,False,11.0
21,72,Medium,Medium,No,9,80,High,Yes,3,Low,Medium,Public,Neutral,4,No,High School,Near,Male,67,1,0.5,0,5,1,5,False,33.0
12,97,Medium,Low,Yes,7,83,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,College,Moderate,Male,66,1,1.0,12,10,-8,22,False,25.0
17,82,Medium,High,Yes,10,82,High,Yes,1,Medium,Medium,Private,Positive,2,No,High School,Moderate,Male,68,2,1.0,12,10,-3,22,False,20.0
25,88,High,High,Yes,9,58,Low,Yes,0,Low,Medium,Public,Negative,4,No,Postgraduate,Near,Male,70,1,0.5,12,5,5,17,False,29.0
14,84,Medium,Medium,Yes,6,96,Medium,No,2,Low,Medium,Private,Neutral,2,No,Postgraduate,Far,Male,66,1,2.0,12,15,-6,27,True,43.0
5,65,Low,High,No,7,71,Medium,Yes,0,Low,Medium,Private,Negative,2,No,College,Far,Male,56,1,2.0,0,15,-15,15,False,50.0
19,99,Medium,High,Yes,8,88,High,No,1,Low,High,Public,Positive,3,No,High School,Far,Female,71,1,2.0,12,15,-1,27,True,28.0
19,65,Low,High,No,10,58,Medium,Yes,2,Medium,High,Private,Positive,3,No,Postgraduate,Moderate,Female,64,2,1.0,0,10,-1,10,False,22.5
21,70,Medium,Medium,No,8,74,Low,Yes,2,Medium,Medium,Public,Positive,3,No,Postgraduate,Far,Male,65,2,2.0,0,15,1,15,False,22.5
24,93,Medium,Medium,Yes,7,76,High,Yes,2,Low,Medium,Public,Neutral,1,Yes,High School,Near,Male,70,1,0.5,12,5,4,17,False,24.0
24,85,High,Low,Yes,9,89,Medium,Yes,1,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,70,1,1.0,12,10,4,22,False,37.0
22,94,Low,High,Yes,7,81,Medium,Yes,2,Medium,High,Public,Neutral,4,No,High School,Far,Male,71,2,2.0,12,15,2,27,True,16.5
27,81,High,High,Yes,6,70,Medium,Yes,0,Low,Medium,Public,Positive,5,No,High School,Far,Female,70,1,2.0,12,15,7,27,True,46.0
11,75,Low,High,No,8,64,Medium,Yes,3,Low,Medium,Public,Neutral,3,Yes,College,Moderate,Female,62,1,1.0,0,10,-9,10,False,35.0
23,97,Medium,Medium,Yes,6,99,Low,Yes,1,Low,Medium,Private,Positive,3,No,High School,Near,Female,72,1,0.5,12,5,3,17,False,20.0
24,61,Medium,Medium,No,10,64,Low,Yes,0,Low,Medium,Private,Positive,3,No,High School,Near,Female,62,1,0.5,0,5,4,5,False,44.0
13,94,Low,Medium,Yes,7,56,High,Yes,2,Low,High,Public,Neutral,4,No,College,Near,Male,67,1,0.5,12,5,-7,17,False,23.0
11,69,Low,Medium,Yes,8,65,Low,Yes,0,Low,Medium,Public,Negative,2,No,College,Moderate,Male,58,1,1.0,12,10,-9,22,False,53.0
16,94,Low,Medium,Yes,6,66,Medium,Yes,3,Medium,High,Public,Negative,4,No,College,Near,Female,69,2,0.5,12,5,-4,17,False,11.5
16,66,Medium,Low,No,9,56,Medium,Yes,0,Low,High,Private,Positive,4,Yes,College,Near,Female,60,1,0.5,0,5,-4,5,False,39.0
25,83,High,High,Yes,7,85,High,Yes,2,Low,Medium,Public,Negative,4,No,College,Near,Male,72,1,0.5,12,5,5,17,False,34.0
16,96,Medium,Medium,No,7,81,Medium,Yes,0,Low,Low,Public,Negative,3,No,High School,Moderate,Male,66,1,1.0,0,10,-4,10,False,14.0
15,79,Medium,High,Yes,7,66,Medium,Yes,2,Low,Medium,Public,Positive,3,No,College,Far,Female,66,1,2.0,12,15,-5,27,True,48.0
16,90,Medium,High,Yes,5,100,Low,Yes,1,High,Medium,Private,Negative,4,No,High School,Moderate,Male,69,3,1.0,12,10,-4,22,False,10.666666666666666
27,92,Low,Medium,Yes,7,83,Low,Yes,2,Low,Medium,Public,Positive,4,Yes,College,Moderate,Female,70,1,1.0,12,10,7,22,False,30.0
20,89,Low,Medium,Yes,8,85,Medium,Yes,2,Medium,High,Public,Positive,1,No,Postgraduate,Near,Female,70,2,0.5,12,5,0,17,False,14.0
19,97,High,High,No,5,78,Low,Yes,0,Medium,Low,Private,Negative,3,No,College,Moderate,Male,70,2,1.0,0,10,-1,10,False,6.5
19,78,Low,High,Yes,9,78,Medium,Yes,2,Low,High,Public,Negative,2,No,College,Near,Female,67,1,0.5,12,5,-1,17,False,39.0
28,67,High,Medium,Yes,7,51,Medium,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,67,2,0.5,12,5,8,17,False,25.0
16,62,Low,Low,No,7,89,High,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Far,Female,59,2,2.0,0,15,-4,15,False,26.5
21,66,High,Medium,Yes,7,56,Medium,Yes,1,Low,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Male,65,1,1.0,12,10,1,22,False,56.0
19,82,Medium,Medium,No,5,90,Medium,Yes,1,High,Medium,Public,Negative,3,No,College,Near,Male,68,3,0.5,0,5,-1,5,False,7.666666666666667
35,67,High,High,Yes,6,77,Low,Yes,1,Low,Medium,Public,Positive,3,No,College,Near,Male,71,1,0.5,12,5,15,17,False,50.0
14,62,Medium,Medium,No,5,64,Medium,Yes,2,Low,Medium,Public,Neutral,3,No,College,Near,Male,61,1,0.5,0,5,-6,5,False,43.0
18,61,Medium,Medium,Yes,6,96,Medium,Yes,0,Medium,Medium,Public,Negative,3,No,High School,Near,Male,63,2,0.5,12,5,-2,17,False,28.0
13,93,Medium,High,Yes,7,51,Low,Yes,1,Low,High,Private,Neutral,3,No,High School,Near,Female,67,1,0.5,12,5,-7,17,False,24.0
26,84,High,Medium,No,7,64,Medium,No,1,Medium,High,Public,Neutral,4,No,College,Near,Male,69,2,0.5,0,5,6,5,False,10.5
30,74,Medium,High,No,8,94,Low,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Near,Male,70,2,0.5,0,5,10,5,False,15.5
30,96,Medium,Low,Yes,4,74,High,No,0,Low,Low,Public,Negative,3,No,High School,Moderate,Male,69,1,1.0,12,10,10,22,False,26.0
27,63,High,Medium,Yes,7,80,Medium,Yes,1,Low,High,Public,Neutral,4,No,High School,Far,Female,66,1,2.0,12,15,7,27,True,64.0
19,99,Medium,Low,Yes,7,87,Low,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Moderate,Female,70,2,1.0,12,10,-1,22,False,11.5
18,85,Medium,Medium,Yes,6,57,Low,Yes,2,Medium,High,Public,Neutral,2,No,Postgraduate,Moderate,Male,67,2,1.0,12,10,-2,22,False,18.5
10,67,High,High,No,6,61,Medium,Yes,0,Low,High,Private,Neutral,2,No,High School,Near,Female,61,1,0.5,0,5,-10,5,False,38.0
32,87,Medium,High,Yes,9,100,Medium,Yes,2,Medium,Low,Private,Neutral,2,No,Postgraduate,Moderate,Male,74,2,1.0,12,10,12,22,False,17.5
23,91,Medium,High,Yes,10,62,Low,Yes,1,Medium,High,Private,Negative,3,No,College,Near,Male,70,2,0.5,12,5,3,17,False,13.0
17,77,High,Medium,Yes,4,77,Low,Yes,0,Medium,Medium,Private,Positive,4,No,High School,Near,Female,66,2,0.5,12,5,-3,17,False,20.0
28,94,Medium,High,Yes,6,65,High,Yes,1,Low,High,Public,Positive,1,No,High School,Near,Female,73,1,0.5,12,5,8,17,False,23.0
14,66,Medium,Medium,Yes,5,93,Medium,Yes,1,Medium,Medium,Private,Negative,2,No,High School,Near,Male,62,2,0.5,12,5,-6,17,False,25.5
22,71,Medium,Low,Yes,7,98,Low,Yes,2,Low,High,Public,Neutral,2,No,High School,Moderate,Female,65,1,1.0,12,10,2,22,False,51.0
19,64,High,Medium,No,9,57,Low,Yes,0,Medium,High,Private,Neutral,3,No,High School,Near,Female,62,2,0.5,0,5,-1,5,False,20.5
24,68,Low,Medium,Yes,8,80,Medium,No,1,Low,Low,Public,Positive,4,No,Postgraduate,Moderate,Male,64,1,1.0,12,10,4,22,False,54.0
20,70,Medium,Medium,Yes,7,91,Medium,Yes,1,Low,Medium,Public,Negative,2,No,High School,Far,Male,63,1,2.0,12,15,0,27,True,57.0
11,97,Medium,Medium,No,7,91,Medium,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Near,Male,69,2,0.5,0,5,-9,5,False,4.0
20,63,Medium,Medium,No,7,72,Low,Yes,3,Low,High,Public,Negative,5,Yes,Postgraduate,Near,Male,63,1,0.5,0,5,0,5,False,42.0
26,77,Medium,Medium,Yes,8,61,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,College,Moderate,Male,67,1,1.0,12,10,6,22,False,45.0
20,81,Medium,Low,No,8,69,Medium,Yes,1,Medium,Medium,Private,Neutral,2,No,High School,Near,Female,65,2,0.5,0,5,0,5,False,12.0
25,96,Medium,High,No,8,88,Medium,Yes,0,Low,Medium,Private,Neutral,1,No,High School,Near,Male,71,1,0.5,0,5,5,5,False,9.0
14,100,Medium,Medium,Yes,4,100,Medium,Yes,3,Low,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Female,71,1,1.0,12,10,-6,22,False,22.0
20,90,Medium,Medium,No,7,78,High,Yes,0,Medium,High,Public,Positive,4,Yes,Postgraduate,Far,Male,69,2,2.0,0,15,0,15,False,12.5
16,99,Medium,High,Yes,7,60,Medium,Yes,2,Low,High,Private,Neutral,3,No,Postgraduate,Moderate,Male,71,1,1.0,12,10,-4,22,False,23.0
24,91,Low,Medium,Yes,8,52,Medium,Yes,1,Low,Medium,Public,Neutral,5,No,High School,Near,Male,68,1,0.5,12,5,4,17,False,26.0
20,99,Low,Medium,Yes,7,97,Medium,Yes,2,Low,Medium,Public,Neutral,0,No,High School,Near,Male,70,1,0.5,12,5,0,17,False,18.0
24,88,Medium,High,Yes,8,74,Medium,Yes,0,Low,High,Private,Neutral,3,No,Postgraduate,Near,Male,71,1,0.5,12,5,4,17,False,29.0
27,63,Medium,Medium,Yes,6,86,Medium,Yes,1,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Female,68,2,0.5,12,5,7,17,False,27.0
24,76,Low,High,No,8,83,Medium,Yes,1,High,Medium,Private,Positive,4,No,High School,Near,Female,69,3,0.5,0,5,4,5,False,9.666666666666666
22,86,Medium,Medium,Yes,9,95,Medium,Yes,4,Medium,Low,Private,Positive,2,No,College,Near,Male,71,2,0.5,12,5,2,17,False,15.5
14,74,High,Medium,No,5,63,Low,No,2,Low,High,Private,Positive,3,No,College,Far,Female,63,1,2.0,0,15,-6,15,False,41.0
20,71,Low,Medium,No,5,72,Medium,Yes,4,Medium,Medium,Public,Positive,4,No,Postgraduate,Moderate,Male,66,2,1.0,0,10,0,10,False,19.5
17,83,Medium,Medium,No,8,96,Medium,Yes,1,Low,Medium,Public,Positive,3,No,College,Moderate,Male,67,1,1.0,0,10,-3,10,False,27.0
18,97,High,Low,Yes,7,79,Medium,Yes,3,High,Medium,Private,Positive,3,No,High School,Far,Male,71,3,2.0,12,15,-2,27,True,10.0
18,61,Low,Low,No,9,54,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,College,Near,Female,59,2,0.5,0,5,-2,5,False,22.0
14,91,High,Medium,Yes,7,60,Medium,Yes,0,High,Medium,Public,Neutral,2,No,High School,Near,Male,67,3,0.5,12,5,-6,17,False,8.666666666666666
8,89,High,High,No,8,62,Medium,Yes,2,Medium,Medium,Public,Positive,4,Yes,High School,Moderate,Male,66,2,1.0,0,10,-12,10,False,10.5
16,99,Low,High,Yes,6,100,High,Yes,1,High,High,Public,Positive,3,No,High School,Far,Female,72,3,2.0,12,15,-4,27,True,9.333333333333334
21,97,High,High,No,8,61,Low,Yes,0,Low,High,Public,Neutral,3,Yes,Postgraduate,Near,Female,70,1,0.5,0,5,1,5,False,8.0
12,90,Medium,Medium,Yes,8,93,Low,Yes,3,High,Medium,Public,Neutral,3,No,High School,Near,Female,68,3,0.5,12,5,-8,17,False,9.0
20,81,Low,Medium,No,6,54,Low,Yes,0,Low,Low,Public,Positive,2,No,College,Moderate,Female,63,1,1.0,0,10,0,10,False,29.0
31,68,Medium,Medium,No,9,59,Medium,Yes,3,High,High,Public,Neutral,2,No,Postgraduate,Near,Female,69,3,0.5,0,5,11,5,False,12.333333333333334
26,82,Low,Medium,No,4,94,Low,Yes,0,Low,Low,Private,Positive,3,No,High School,Near,Male,67,1,0.5,0,5,6,5,False,23.0
