Hours_Studied,Attendance,Family_Income,Parental_Education_Level,Exam_Score,Family_Income_Score,Distance_Score,Activity_Hours,Weekly_Commute_Hours,Study_Variance,External_Load,Is_Critical,Risk_Score
11,78,Medium,High School,64,2,0.5,12,5,-9,17,False,19.5
12,71,Medium,Postgraduate,64,2,0.5,12,5,-8,17,False,23.0
15,96,Medium,Postgraduate,70,2,1.0,12,10,-5,22,False,13.0
20,94,Medium,College,70,2,0.5,12,5,0,17,False,11.5
16,67,Medium,High School,64,2,1.0,0,10,-4,10,False,21.5
24,61,Medium,College,64,2,1.0,0,10,4,10,False,24.5
26,64,Medium,High School,66,2,0.5,12,5,6,17,False,26.5
24,71,Medium,College,66,2,0.5,12,5,4,17,False,23.0
30,99,Medium,High School,74,2,0.5,12,5,10,17,False,9.0
22,82,Medium,College,69,2,0.5,0,5,2,5,False,11.5
13,75,Medium,Postgraduate,67,2,0.5,12,5,-7,17,False,21.0
28,96,Low,High School,73,1,2.0,0,15,8,15,False,19.0
16,78,Medium,Postgraduate,66,2,0.5,0,5,-4,5,False,13.5
25,73,Medium,High School,67,2,1.0,0,10,5,10,False,18.5
29,98,Low,College,75,1,0.5,12,5,9,17,False,19.0
23,94,Medium,High School,73,2,0.5,12,5,3,17,False,11.5
11,94,High,High School,67,3,0.5,0,5,-9,5,False,3.6666666666666665
14,80,Medium,College,65,2,1.0,12,10,-6,22,False,21.0
28,92,Low,High School,71,1,0.5,12,5,8,17,False,25.0
19,67,Medium,High School,63,2,0.5,12,5,-1,17,False,25.0
20,83,Low,High School,68,1,1.0,12,10,0,22,False,39.0
25,99,Medium,High School,72,2,0.5,0,5,5,5,False,3.0
24,72,Medium,High School,67,2,0.5,12,5,4,17,False,22.5
22,92,Medium,College,71,2,0.5,0,5,2,5,False,6.5
19,80,Low,Postgraduate,67,1,0.5,0,5,-1,5,False,25.0
18,62,High,Postgraduate,66,3,0.5,12,5,-2,17,False,18.333333333333332
25,91,Low,High School,72,1,0.5,0,5,5,5,False,14.0
23,67,Low,College,64,1,0.5,0,5,3,5,False,38.0
18,85,High,College,68,3,1.0,0,10,-2,10,False,8.333333333333334
26,63,Low,High School,65,1,1.0,0,10,6,10,False,47.0
19,98,Medium,Postgraduate,74,2,1.0,12,10,-1,22,False,12.0
15,72,Medium,College,65,2,1.0,12,10,-5,22,False,25.0
15,69,Low,High School,63,1,0.5,12,5,-5,17,False,48.0
14,65,Low,Postgraduate,65,1,1.0,12,10,-6,22,False,57.0
18,98,Medium,High School,70,2,0.5,12,5,-2,17,False,9.5
27,88,Low,High School,71,1,1.0,12,10,7,22,False,34.0
15,90,Low,College,66,1,0.5,12,5,-5,17,False,27.0
21,80,Medium,College,69,2,0.5,12,5,1,17,False,18.5
16,79,Medium,College,67,2,1.0,12,10,-4,22,False,21.5
18,64,Low,High School,64,1,1.0,12,10,-2,22,False,58.0
11,82,Low,High School,67,1,1.0,0,10,-9,10,False,28.0
19,70,Low,High School,67,1,0.5,12,5,-1,17,False,47.0
19,99,Medium,High School,70,2,0.5,0,5,-1,5,False,3.0
23,92,Low,Postgraduate,71,1,0.5,0,5,3,5,False,13.0
21,77,Low,High School,68,1,0.5,12,5,1,17,False,40.0
13,66,High,High School,65,3,0.5,0,5,-7,5,False,13.0
27,91,Low,Postgraduate,70,1,0.5,0,5,7,5,False,14.0
21,68,Medium,High School,67,2,0.5,12,5,1,17,False,24.5
20,68,Low,High School,63,1,1.0,0,10,0,10,False,42.0
17,82,Low,High School,65,1,1.0,12,10,-3,22,False,40.0
21,91,Low,High School,70,1,0.5,12,5,1,17,False,26.0
23,73,Low,College,67,1,0.5,0,5,3,5,False,32.0
10,63,Low,High School,60,1,0.5,0,5,-10,5,False,42.0
17,79,Low,High School,64,1,0.5,0,5,-3,5,False,26.0
18,90,Medium,High School,65,2,1.0,0,10,-2,10,False,10.0
22,69,Low,High School,64,1,1.0,0,10,2,10,False,41.0
27,69,Medium,College,67,2,1.0,12,10,7,22,False,26.5
15,98,Medium,High School,71,2,0.5,12,5,-5,17,False,9.5
17,98,High,High School,69,3,1.0,0,10,-3,10,False,4.0
17,100,Medium,High School,70,2,0.5,12,5,-3,17,False,8.5
15,92,High,College,69,3,0.5,12,5,-5,17,False,8.333333333333334
18,68,Medium,High School,69,2,0.5,12,5,-2,17,False,24.5
14,74,Medium,Postgraduate,63,2,0.5,12,5,-6,17,False,21.5
23,73,Medium,College,67,2,0.5,0,5,3,5,False,16.0
10,98,Medium,College,66,2,1.0,0,10,-10,10,False,6.0
17,92,Low,High School,69,1,0.5,12,5,-3,17,False,25.0
18,89,Low,College,69,1,0.5,0,5,-2,5,False,16.0
18,96,Low,College,72,1,0.5,12,5,-2,17,False,21.0
7,93,Medium,High School,65,2,1.0,12,10,-13,22,False,14.5
8,67,High,College,63,3,0.5,12,5,-12,17,False,16.666666666666668
20,95,Low,College,69,1,0.5,0,5,0,5,False,10.0
24,71,Medium,College,69,2,0.5,12,5,4,17,False,23.0
22,63,High,College,64,3,1.0,12,10,2,22,False,19.666666666666668
21,86,Medium,College,69,2,0.5,12,5,1,17,False,15.5
27,86,Medium,Postgraduate,72,2,1.0,0,10,7,10,False,12.0
17,64,Low,College,62,1,0.5,0,5,-3,5,False,41.0
25,73,Medium,High School,66,2,0.5,12,5,5,17,False,22.0
10,100,Medium,High School,65,2,2.0,0,15,-10,15,False,7.5
15,87,High,College,69,3,0.5,12,5,-5,17,False,10.0
9,89,High,High School,65,3,0.5,0,5,-11,5,False,5.333333333333333
18,69,Medium,High School,67,2,0.5,12,5,-2,17,False,24.0
20,63,Medium,High School,63,2,0.5,12,5,0,17,False,27.0
21,71,Medium,High School,66,2,0.5,0,5,1,5,False,17.0
20,70,Low,High School,61,1,2.0,0,15,0,15,False,45.0
19,68,Medium,Postgraduate,64,2,0.5,12,5,-1,17,False,24.5
11,83,Low,College,65,1,0.5,12,5,-9,17,False,34.0
28,73,High,Postgraduate,68,3,1.0,0,10,8,10,False,12.333333333333334
18,93,Medium,High School,69,2,0.5,12,5,-2,17,False,12.0
17,67,Medium,High School,61,2,0.5,0,5,-3,5,False,19.0
30,79,High,Postgraduate,72,3,1.0,0,10,10,10,False,10.333333333333334
13,61,Low,College,61,1,1.0,12,10,-7,22,False,61.0
13,79,Low,College,66,1,1.0,0,10,-7,10,False,31.0
13,62,Low,College,60,1,1.0,12,10,-7,22,False,60.0
20,99,Low,Postgraduate,69,1,2.0,0,15,0,15,False,16.0
23,92,High,College,72,3,0.5,0,5,3,5,False,4.333333333333333
24,80,Medium,High School,69,2,1.0,12,10,4,22,False,21.0
35,63,Medium,College,71,2,0.5,12,5,15,17,False,27.0
7,84,Medium,College,64,2,0.5,0,5,-13,5,False,10.5
24,90,Low,High School,71,1,0.5,12,5,4,17,False,27.0
17,68,Medium,High School,64,2,1.0,12,10,-3,22,False,27.0
16,83,Low,College,67,1,0.5,12,5,-4,17,False,34.0
16,93,Low,Postgraduate,67,1,1.0,12,10,-4,22,False,29.0
15,91,Medium,High School,66,2,1.0,12,10,-5,22,False,15.5
30,92,High,College,73,3,0.5,12,5,10,17,False,8.333333333333334
25,95,Medium,High School,73,2,1.0,12,10,5,22,False,13.5
20,98,Medium,College,70,2,1.0,0,10,0,10,False,6.0
28,76,High,College,70,3,1.0,12,10,8,22,False,15.333333333333334
11,83,Low,Postgraduate,62,1,0.5,12,5,-9,17,False,34.0
12,92,Medium,Postgraduate,68,2,1.0,12,10,-8,22,False,15.0
7,88,Low,High School,65,1,1.0,12,10,-13,22,False,34.0
16,100,High,High School,73,3,0.5,12,5,-4,17,False,5.666666666666667
21,74,Medium,College,66,2,0.5,12,5,1,17,False,21.5
21,71,Low,College,64,1,1.0,12,10,1,22,False,51.0
12,70,Low,High School,63,1,0.5,0,5,-8,5,False,35.0
25,69,Low,College,62,1,0.5,0,5,5,5,False,36.0
21,88,Low,Postgraduate,70,1,1.0,12,10,1,22,False,34.0
24,63,High,High School,65,3,0.5,0,5,4,5,False,14.0
9,90,Medium,High School,64,2,2.0,12,15,-11,27,True,18.5
22,88,High,Postgraduate,70,3,0.5,0,5,2,5,False,5.666666666666667
13,70,Low,High School,62,1,0.5,0,5,-7,5,False,35.0
18,70,High,High School,67,3,0.5,0,5,-2,5,False,11.666666666666666
23,85,Medium,Postgraduate,66,2,2.0,0,15,3,15,False,15.0
21,90,High,College,74,3,1.0,12,10,1,22,False,10.666666666666666
15,95,Medium,High School,69,2,2.0,12,15,-5,27,True,16.0
20,94,Medium,High School,70,2,1.0,12,10,0,22,False,14.0
11,99,High,College,68,3,0.5,0,5,-9,5,False,2.0
19,96,Medium,High School,71,2,0.5,12,5,-1,17,False,10.5
27,92,Medium,Postgraduate,73,2,1.0,12,10,7,22,False,15.0
17,96,Medium,High School,69,2,2.0,0,15,-3,15,False,9.5
17,60,Low,Postgraduate,61,1,0.5,12,5,-3,17,False,57.0
15,99,Medium,College,68,2,1.0,12,10,-5,22,False,11.5
25,79,Low,Postgraduate,66,1,2.0,12,15,5,27,True,48.0
16,92,High,High School,67,3,0.5,12,5,-4,17,False,8.333333333333334
24,65,High,Postgraduate,64,3,1.0,12,10,4,22,False,19.0
18,76,Medium,College,67,2,0.5,12,5,-2,17,False,20.5
8,71,High,High School,61,3,1.0,12,10,-12,22,False,17.0
17,72,Low,High School,65,1,0.5,0,5,-3,5,False,33.0
13,65,Low,Postgraduate,62,1,0.5,12,5,-7,17,False,52.0
20,92,Medium,High School,69,2,0.5,0,5,0,5,False,6.5
13,60,Medium,College,61,2,2.0,0,15,-7,15,False,27.5
26,73,Low,High School,69,1,1.0,0,10,6,10,False,37.0
19,67,High,College,64,3,0.5,0,5,-1,5,False,12.666666666666666
19,84,Low,High School,65,1,2.0,0,15,-1,15,False,31.0
24,70,High,High School,64,3,1.0,0,10,4,10,False,13.333333333333334
26,70,Low,Postgraduate,68,1,1.0,12,10,6,22,False,52.0
20,80,Low,High School,67,1,0.5,12,5,0,17,False,37.0
15,86,Medium,College,68,2,0.5,12,5,-5,17,False,15.5
9,65,Low,High School,61,1,1.0,12,10,-11,22,False,57.0
16,67,High,College,69,3,0.5,12,5,-4,17,False,16.666666666666668
16,70,Medium,High School,64,2,0.5,12,5,-4,17,False,23.5
21,99,Medium,College,74,2,0.5,12,5,1,17,False,9.0
18,76,Medium,College,66,2,0.5,0,5,-2,5,False,14.5
24,84,Medium,High School,68,2,0.5,0,5,4,5,False,10.5
16,70,High,Postgraduate,65,3,2.0,12,15,-4,27,True,19.0
20,80,Low,College,66,1,0.5,12,5,0,17,False,37.0
27,63,Medium,High School,66,2,0.5,0,5,7,5,False,21.0
22,61,High,College,65,3,0.5,0,5,2,5,False,14.666666666666666
20,79,Low,College,67,1,1.0,0,10,0,10,False,31.0
16,76,Low,Postgraduate,65,1,1.0,12,10,-4,22,False,46.0
16,65,High,High School,63,3,1.0,0,10,-4,10,False,15.0
15,88,High,High School,67,3,0.5,0,5,-5,5,False,5.666666666666667
17,100,Low,High School,70,1,0.5,12,5,-3,17,False,17.0
25,76,Medium,Postgraduate,68,2,1.0,12,10,5,22,False,23.0
19,85,Medium,College,66,2,2.0,12,15,-1,27,True,21.0
12,99,Medium,Postgraduate,67,2,1.0,12,10,-8,22,False,11.5
31,93,High,High School,72,3,0.5,0,5,11,5,False,4.0
22,79,Medium,High School,68,2,0.5,12,5,2,17,False,19.0
12,89,Low,High School,66,1,0.5,0,5,-8,5,False,16.0
17,65,High,High School,62,3,1.0,0,10,-3,10,False,15.0
21,80,Low,High School,65,1,0.5,12,5,1,17,False,37.0
30,71,Medium,High School,67,2,0.5,0,5,10,5,False,17.0
13,66,Medium,College,62,2,0.5,12,5,-7,17,False,25.5
26,77,High,High School,66,3,0.5,12,5,6,17,False,13.333333333333334
28,65,High,College,67,3,0.5,0,5,8,5,False,13.333333333333334
16,88,High,High School,68,3,0.5,12,5,-4,17,False,9.666666666666666
18,78,Medium,Postgraduate,66,2,1.0,12,10,-2,22,False,22.0
14,81,Medium,College,68,2,0.5,0,5,-6,5,False,12.0
19,66,Low,High School,62,1,0.5,0,5,-1,5,False,39.0
24,83,Low,High School,68,1,0.5,0,5,4,5,False,22.0
27,99,Medium,Postgraduate,71,2,1.0,12,10,7,22,False,11.5
16,64,Medium,High School,63,2,0.5,0,5,-4,5,False,20.5
8,71,Low,College,62,1,1.0,0,10,-12,10,False,39.0
20,95,Low,College,69,1,0.5,12,5,0,17,False,22.0
22,63,Medium,High School,62,2,1.0,12,10,2,22,False,29.5
21,95,High,High School,71,3,0.5,12,5,1,17,False,7.333333333333333
18,81,Low,College,69,1,0.5,12,5,-2,17,False,36.0
21,76,Medium,High School,66,2,1.0,12,10,1,22,False,23.0
29,72,Low,High School,64,1,0.5,0,5,9,5,False,33.0
22,72,Low,Postgraduate,65,1,0.5,0,5,2,5,False,33.0
18,72,High,High School,68,3,1.0,0,10,-2,10,False,12.666666666666666
17,95,Low,High School,69,1,0.5,0,5,-3,5,False,10.0
19,89,Low,Postgraduate,68,1,0.5,12,5,-1,17,False,28.0
30,87,Low,College,71,1,0.5,12,5,10,17,False,30.0
19,92,Medium,High School,66,2,2.0,0,15,-1,15,False,11.5
20,70,Low,High School,65,1,1.0,0,10,0,10,False,40.0
27,78,High,College,72,3,0.5,0,5,7,5,False,9.0
32,91,Low,Postgraduate,75,1,0.5,12,5,12,17,False,26.0
23,72,High,College,67,3,0.5,12,5,3,17,False,15.0
20,86,Low,High School,67,1,1.0,0,10,0,10,False,24.0
20,95,Low,College,70,1,0.5,0,5,0,5,False,10.0
6,76,Medium,College,64,2,0.5,12,5,-14,17,False,20.5
24,63,Low,High School,65,1,2.0,12,15,4,27,True,64.0
21,81,Low,Postgraduate,68,1,1.0,12,10,1,22,False,41.0
23,74,Medium,College,67,2,1.0,0,10,3,10,False,18.0
16,87,Low,College,66,1,1.0,12,10,-4,22,False,35.0
18,98,High,Postgraduate,69,3,1.0,0,10,-2,10,False,4.0
18,79,Low,High School,64,1,0.5,0,5,-2,5,False,26.0
26,79,Medium,Postgraduate,68,2,0.5,12,5,6,17,False,19.0
18,86,Low,High School,68,1,0.5,0,5,-2,5,False,19.0
32,64,Low,College,65,1,0.5,12,5,12,17,False,53.0
23,70,High,High School,65,3,1.0,12,10,3,22,False,17.333333333333332
12,97,Medium,High School,65,2,0.5,12,5,-8,17,False,10.0
19,87,High,High School,67,3,0.5,0,5,-1,5,False,6.0
16,61,Low,High School,63,1,0.5,12,5,-4,17,False,56.0
7,68,Low,High School,62,1,0.5,0,5,-13,5,False,37.0
30,87,Medium,High School,73,2,1.0,12,10,10,22,False,17.5
24,91,Medium,High School,72,2,1.0,12,10,4,22,False,15.5
23,94,Low,High School,71,1,0.5,0,5,3,5,False,11.0
21,72,Low,High School,67,1,0.5,0,5,1,5,False,33.0
12,97,Low,College,66,1,1.0,12,10,-8,22,False,25.0
17,82,Medium,High School,68,2,1.0,12,10,-3,22,False,20.0
25,88,Low,Postgraduate,70,1,0.5,12,5,5,17,False,29.0
14,84,Low,Postgraduate,66,1,2.0,12,15,-6,27,True,43.0
5,65,Low,College,56,1,2.0,0,15,-15,15,False,50.0
19,99,Low,High School,71,1,2.0,12,15,-1,27,True,28.0
19,65,Medium,Postgraduate,64,2,1.0,0,10,-1,10,False,22.5
21,70,Medium,Postgraduate,65,2,2.0,0,15,1,15,False,22.5
24,93,Low,High School,70,1,0.5,12,5,4,17,False,24.0
24,85,Low,Postgraduate,70,1,1.0,12,10,4,22,False,37.0
22,94,Medium,High School,71,2,2.0,12,15,2,27,True,16.5
27,81,Low,High School,70,1,2.0,12,15,7,27,True,46.0
11,75,Low,College,62,1,1.0,0,10,-9,10,False,35.0
23,97,Low,High School,72,1,0.5,12,5,3,17,False,20.0
24,61,Low,High School,62,1,0.5,0,5,4,5,False,44.0
13,94,Low,College,67,1,0.5,12,5,-7,17,False,23.0
11,69,Low,College,58,1,1.0,12,10,-9,22,False,53.0
16,94,Medium,College,69,2,0.5,12,5,-4,17,False,11.5
16,66,Low,College,60,1,0.5,0,5,-4,5,False,39.0
25,83,Low,College,72,1,0.5,12,5,5,17,False,34.0
16,96,Low,High School,66,1,1.0,0,10,-4,10,False,14.0
15,79,Low,College,66,1,2.0,12,15,-5,27,True,48.0
16,90,High,High School,69,3,1.0,12,10,-4,22,False,10.666666666666666
27,92,Low,College,70,1,1.0,12,10,7,22,False,30.0
20,89,Medium,Postgraduate,70,2,0.5,12,5,0,17,False,14.0
19,97,Medium,College,70,2,1.0,0,10,-1,10,False,6.5
19,78,Low,College,67,1,0.5,12,5,-1,17,False,39.0
28,67,Medium,High School,67,2,0.5,12,5,8,17,False,25.0
16,62,Medium,High School,59,2,2.0,0,15,-4,15,False,26.5
21,66,Low,Postgraduate,65,1,1.0,12,10,1,22,False,56.0
19,82,High,College,68,3,0.5,0,5,-1,5,False,7.666666666666667
35,67,Low,College,71,1,0.5,12,5,15,17,False,50.0
14,62,Low,College,61,1,0.5,0,5,-6,5,False,43.0
18,61,Medium,High School,63,2,0.5,12,5,-2,17,False,28.0
13,93,Low,High School,67,1,0.5,12,5,-7,17,False,24.0
26,84,Medium,College,69,2,0.5,0,5,6,5,False,10.5
30,74,Medium,High School,70,2,0.5,0,5,10,5,False,15.5
30,96,Low,High School,69,1,1.0,12,10,10,22,False,26.0
27,63,Low,High School,66,1,2.0,12,15,7,27,True,64.0
19,99,Medium,High School,70,2,1.0,12,10,-1,22,False,11.5
18,85,Medium,Postgraduate,67,2,1.0,12,10,-2,22,False,18.5
10,67,Low,High School,61,1,0.5,0,5,-10,5,False,38.0
32,87,Medium,Postgraduate,74,2,1.0,12,10,12,22,False,17.5
23,91,Medium,College,70,2,0.5,12,5,3,17,False,13.0
17,77,Medium,High School,66,2,0.5,12,5,-3,17,False,20.0
28,94,Low,High School,73,1,0.5,12,5,8,17,False,23.0
14,66,Medium,High School,62,2,0.5,12,5,-6,17,False,25.5
22,71,Low,High School,65,1,1.0,12,10,2,22,False,51.0
19,64,Medium,High School,62,2,0.5,0,5,-1,5,False,20.5
24,68,Low,Postgraduate,64,1,1.0,12,10,4,22,False,54.0
20,70,Low,High School,63,1,2.0,12,15,0,27,True,57.0
11,97,Medium,High School,69,2,0.5,0,5,-9,5,False,4.0
20,63,Low,Postgraduate,63,1,0.5,0,5,0,5,False,42.0
26,77,Low,College,67,1,1.0,12,10,6,22,False,45.0
20,81,Medium,High School,65,2,0.5,0,5,0,5,False,12.0
25,96,Low,High School,71,1,0.5,0,5,5,5,False,9.0
14,100,Low,Postgraduate,71,1,1.0,12,10,-6,22,False,22.0
20,90,Medium,Postgraduate,69,2,2.0,0,15,0,15,False,12.5
16,99,Low,Postgraduate,71,1,1.0,12,10,-4,22,False,23.0
24,91,Low,High School,68,1,0.5,12,5,4,17,False,26.0
20,99,Low,High School,70,1,0.5,12,5,0,17,False,18.0
24,88,Low,Postgraduate,71,1,0.5,12,5,4,17,False,29.0
27,63,Medium,Postgraduate,68,2,0.5,12,5,7,17,False,27.0
24,76,High,High School,69,3,0.5,0,5,4,5,False,9.666666666666666
22,86,Medium,College,71,2,0.5,12,5,2,17,False,15.5
14,74,Low,College,63,1,2.0,0,15,-6,15,False,41.0
20,71,Medium,Postgraduate,66,2,1.0,0,10,0,10,False,19.5
17,83,Low,College,67,1,1.0,0,10,-3,10,False,27.0
18,97,High,High School,71,3,2.0,12,15,-2,27,True,10.0
18,61,Medium,College,59,2,0.5,0,5,-2,5,False,22.0
14,91,High,High School,67,3,0.5,12,5,-6,17,False,8.666666666666666
8,89,Medium,High School,66,2,1.0,0,10,-12,10,False,10.5
16,99,High,High School,72,3,2.0,12,15,-4,27,True,9.333333333333334
21,97,Low,Postgraduate,70,1,0.5,0,5,1,5,False,8.0
12,90,High,High School,68,3,0.5,12,5,-8,17,False,9.0
20,81,Low,College,63,1,1.0,0,10,0,10,False,29.0
31,68,High,Postgraduate,69,3,0.5,0,5,11,5,False,12.333333333333334
26,82,Low,High School,67,1,0.5,0,5,6,5,False,23.0
30,91,Medium,College,75,2,0.5,12,5,10,17,False,13.0
22,96,Medium,High School,67,2,2.0,12,15,2,27,True,15.5
27,92,Medium,Postgraduate,74,2,0.5,12,5,7,17,False,12.5
16,68,Medium,Postgraduate,66,2,1.0,12,10,-4,22,False,27.0
16,84,Low,High School,65,1,0.5,12,5,-4,17,False,33.0
4,73,Low,High School,60,1,0.5,12,5,-16,17,False,44.0
27,60,Medium,High School,63,2,2.0,0,15,7,15,False,27.5
29,68,High,Postgraduate,69,3,0.5,12,5,9,17,False,16.333333333333332
17,65,Medium,High School,64,2,0.5,0,5,-3,5,False,20.0
18,94,Medium,College,68,2,0.5,12,5,-2,17,False,11.5
22,71,Medium,Postgraduate,65,2,0.5,12,5,2,17,False,23.0
27,98,High,High School,74,3,0.5,0,5,7,5,False,2.3333333333333335
10,75,Low,Postgraduate,65,1,1.0,12,10,-10,22,False,47.0
22,60,Low,High School,61,1,0.5,12,5,2,17,False,57.0
18,71,Low,High School,66,1,0.5,12,5,-2,17,False,46.0
21,65,Medium,High School,67,2,1.0,12,10,1,22,False,28.5
23,64,Low,College,66,1,0.5,12,5,3,17,False,53.0
19,63,High,Postgraduate,69,3,0.5,0,5,-1,5,False,14.0
19,84,Low,High School,65,1,1.0,12,10,-1,22,False,38.0
19,68,Medium,High School,65,2,2.0,0,15,-1,15,False,23.5
26,74,Low,High School,66,1,0.5,0,5,6,5,False,31.0
23,94,Medium,Postgraduate,73,2,0.5,0,5,3,5,False,5.5
21,77,Low,High School,64,1,1.0,12,10,1,22,False,45.0
12,97,Low,High School,67,1,0.5,12,5,-8,17,False,20.0
18,80,Medium,College,67,2,0.5,12,5,-2,17,False,18.5
25,76,Medium,High School,68,2,0.5,12,5,5,17,False,20.5
20,90,High,College,71,3,1.0,12,10,0,22,False,10.666666666666666
24,63,Low,High School,64,1,0.5,12,5,4,17,False,54.0
31,64,Medium,High School,67,2,1.0,12,10,11,22,False,29.0
26,86,Low,High School,68,1,1.0,0,10,6,10,False,24.0
21,79,Low,College,67,1,0.5,12,5,1,17,False,38.0
17,92,Medium,College,70,2,0.5,12,5,-3,17,False,12.5
5,97,Medium,High School,64,2,2.0,12,15,-15,27,True,15.0
19,76,Low,High School,63,1,0.5,12,5,-1,17,False,41.0
18,84,High,High School,71,3,0.5,0,5,-2,5,False,7.0
22,80,Low,Postgraduate,64,1,1.0,0,10,2,10,False,30.0
19,99,Medium,High School,70,2,0.5,0,5,-1,5,False,3.0
18,93,Low,College,70,1,0.5,0,5,-2,5,False,12.0
9,96,High,High School,67,3,0.5,12,5,-11,17,False,7.0
14,70,Low,College,62,1,0.5,12,5,-6,17,False,47.0
23,91,Low,High School,69,1,0.5,0,5,3,5,False,14.0
30,71,High,High School,69,3,1.0,0,10,10,10,False,13.0
19,68,Low,College,62,1,2.0,0,15,-1,15,False,47.0
22,98,High,College,70,3,0.5,0,5,2,5,False,2.3333333333333335
26,61,Medium,High School,66,2,0.5,12,5,6,17,False,28.0
15,99,Low,High School,69,1,0.5,0,5,-5,5,False,6.0
22,66,Low,Postgraduate,65,1,0.5,12,5,2,17,False,51.0
16,93,Medium,High School,66,2,0.5,12,5,-4,17,False,12.0
25,71,Low,High School,69,1,0.5,12,5,5,17,False,46.0
21,74,Medium,High School,66,2,2.0,12,15,1,27,True,26.5
22,69,Low,High School,65,1,0.5,12,5,2,17,False,48.0
15,83,High,Postgraduate,66,3,0.5,12,5,-5,17,False,11.333333333333334
33,86,Low,Postgraduate,72,1,0.5,12,5,13,17,False,31.0
14,61,Medium,High School,62,2,1.0,12,10,-6,22,False,30.5
18,63,High,High School,64,3,0.5,0,5,-2,5,False,14.0
21,64,Low,College,61,1,2.0,0,15,1,15,False,51.0
25,77,High,High School,70,3,0.5,12,5,5,17,False,13.333333333333334
17,93,Low,High School,67,1,1.0,0,10,-3,10,False,17.0
3,96,Low,High School,66,1,2.0,12,15,-17,27,True,31.0
28,70,Low,High School,66,1,0.5,12,5,8,17,False,47.0
25,83,Medium,College,68,2,0.5,12,5,5,17,False,17.0
10,91,Low,Postgraduate,67,1,1.0,12,10,-10,22,False,31.0
16,72,High,College,65,3,0.5,0,5,-4,5,False,11.0
29,76,Medium,College,70,2,1.0,12,10,9,22,False,23.0
29,81,High,College,69,3,0.5,12,5,9,17,False,12.0
26,65,Low,Postgraduate,68,1,0.5,12,5,6,17,False,52.0
19,61,High,High School,61,3,0.5,0,5,-1,5,False,14.666666666666666
20,66,Medium,High School,65,2,2.0,12,15,0,27,True,30.5
19,85,Medium,College,71,2,0.5,0,5,-1,5,False,10.0
27,63,Medium,High School,66,2,0.5,0,5,7,5,False,21.0
15,68,High,High School,62,3,0.5,0,5,-5,5,False,12.333333333333334
15,74,Low,Postgraduate,61,1,0.5,0,5,-5,5,False,31.0
26,63,Low,High School,67,1,0.5,12,5,6,17,False,54.0
20,68,Low,High School,66,1,0.5,12,5,0,17,False,49.0
28,96,High,High School,71,3,1.0,0,10,8,10,False,4.666666666666667
16,61,Low,College,62,1,1.0,12,10,-4,22,False,61.0
20,86,High,Postgraduate,67,3,0.5,12,5,0,17,False,10.333333333333334
14,75,Low,High School,64,1,0.5,12,5,-6,17,False,42.0
20,87,Medium,High School,68,2,0.5,0,5,0,5,False,9.0
11,84,Medium,College,67,2,1.0,12,10,-9,22,False,19.0
17,69,High,High School,63,3,0.5,12,5,-3,17,False,16.0
11,94,Medium,High School,70,2,0.5,0,5,-9,5,False,5.5
24,80,Low,High School,67,1,0.5,12,5,4,17,False,37.0
24,93,Medium,High School,71,2,1.0,12,10,4,22,False,14.5
10,76,Medium,High School,62,2,2.0,12,15,-10,27,True,25.5
28,99,Low,High School,75,1,0.5,12,5,8,17,False,18.0
35,91,Medium,High School,72,2,0.5,12,5,15,17,False,13.0
20,99,High,College,73,3,0.5,12,5,0,17,False,6.0
16,81,Low,High School,64,1,0.5,0,5,-4,5,False,24.0
37,79,High,High School,73,3,0.5,0,5,17,5,False,8.666666666666666
12,90,Low,Postgraduate,66,1,2.0,12,15,-8,27,True,37.0
20,95,Medium,High School,69,2,0.5,0,5,0,5,False,5.0
21,99,Low,College,70,1,1.0,12,10,1,22,False,23.0
28,73,Medium,Postgraduate,70,2,0.5,12,5,8,17,False,22.0
22,92,Medium,High School,71,2,1.0,0,10,2,10,False,9.0
17,68,Low,College,64,1,0.5,12,5,-3,17,False,49.0
14,82,Medium,Postgraduate,71,2,0.5,0,5,-6,5,False,11.5
18,67,Low,High School,63,1,2.0,12,15,-2,27,True,60.0
14,74,Low,College,68,1,0.5,12,5,-6,17,False,43.0
20,97,Medium,College,71,2,0.5,0,5,0,5,False,4.0
17,66,Medium,High School,65,2,1.0,12,10,-3,22,False,28.0
11,85,Low,High School,66,1,0.5,12,5,-9,17,False,32.0
28,84,High,High School,72,3,0.5,12,5,8,17,False,11.0
17,65,Low,College,65,1,1.0,12,10,-3,22,False,57.0
12,73,Low,High School,60,1,2.0,0,15,-8,15,False,42.0
19,83,Low,Postgraduate,67,1,1.0,0,10,-1,10,False,27.0
20,67,Low,Postgraduate,65,1,0.5,0,5,0,5,False,38.0
10,92,Low,High School,64,1,1.0,12,10,-10,22,False,30.0
22,99,High,High School,72,3,1.0,12,10,2,22,False,7.666666666666667
14,69,Low,High School,62,1,1.0,0,10,-6,10,False,41.0
30,67,Low,High School,67,1,1.0,12,10,10,22,False,55.0
23,78,Medium,Postgraduate,67,2,0.5,12,5,3,17,False,19.5
18,90,Medium,College,69,2,0.5,0,5,-2,5,False,7.5
16,71,Medium,College,65,2,1.0,12,10,-4,22,False,25.5
19,61,Medium,College,62,2,2.0,0,15,-1,15,False,27.0
